Schlüssel;Objektname;Lokalbezeichnung;Gemeinde;Postleitzahl;x-Koordinate;y-Koordinate;Parz Nr;Fassungseigentümer;OK Terrain;Schachtüberstand;Ordnungs-Nr;Lagegenauigkeit;Verwendungszweck;Verwendungsart;Fassungsart;Fassungszustand;Fassungsabdeckung;Schachttyp;Datenherkunft;Kontaktperson;Bemerkungen Objektdaten;Foto;Foto-Negativ-Nr 1;Foto-Negativ-Nr 2;Foto-Negativ-Nr 3;Fassung;Schutzzone;Anzahl Zuleitungen;Schloss;Aufgenommen durch;Erhebungsdatum;Alte Ordnungs-Nr;Feldbegehung;Objektbereinigung;WVA-Nutzung;WVA-Nutzung ergänzen;WVA-Nutzung streichen;WVA-Nutzung Lage neu
629;Quelle Stalden;Stalden;Elm;8767;731270;197620;;Marg. Elmer;1130;;73119705;aus Plan gelesen;Trinkwasser;Ferienhaus;;;;Brunnenstube;;;überdeckt mit Holz --> nicht gefunden;;;;;;keine vorh.;;;Brunner;15.05.1998;46;18.08.1999;;WAHR;FALSCH;FALSCH;FALSCH
630;Quelle Stalden 2;Stalden;Elm;8767;731280;197610;;Ruedi Elmer-Zweifel;1125;0;73119706;aus Plan gelesen;Trinkwasser;WV Einzelliegenschaft;Bachwasserfassung;genügend-schlecht;Blech-Deckel;Brunnenstube;Feldaufnahmen;Ruedi Elmer- Zweifel, Stalden Elm;;;16;17;;;;0;nein;Brunner;15.05.1998;47;18.08.1999;;WAHR;FALSCH;FALSCH;FALSCH
631;Quelle Waldboden;Waldboden;Elm;8767;730810;197540;;Ruedi Rhyner;1345;0;73019706;aus Plan gelesen;Trinkwasser;WV Einzelliegenschaft;Sicker-/Zuleitung;gut;Betondeckel;Brunnenstube;Feldaufnahmen;Ruedi Rhyner, Waldboden Elm;;;;;;;keine vorh.;1;nein;Brunner;15.05.1998;48;18.08.1999;;WAHR;FALSCH;FALSCH;FALSCH
633;Quelle Schür;Schür;Betschwanden;8777;;;;E. Fux, Zürich;;;;;Brauchwasser;Vieh-Tränke;;gut;;;Gemeinde;Thomas Zweifel, Werkführer Betschwanden;nicht aufgenommen;;;;;;keine vorh.;;;;16.04.1998;11;;03.09.1998;FALSCH;FALSCH;FALSCH;FALSCH
634;Quelle Bann (gross Schräje);Bann;Betschwanden;8777;;;;Gemeinde Betschwanden;;;;;im Moment ungenutzt;;Stollen;gut;Türe;Brunnenstube;Gemeinde;Thomas Zweifel, Werkführer Betschwanden;nicht aufgenommen;;;;;;keine vorh.;;;;16.04.1998;12;;03.09.1998;FALSCH;FALSCH;FALSCH;FALSCH
635;Quelle Schlatt;Schlatt;Betschwanden;8777;720270;200750;;F. Kündig;670;;;aus Plan gelesen;Trinkwasser;Brunnen;;gut;;Brunnenstube;Gemeinde;Thomas Zweifel, Werkführer Betschwanden;identisch Quelle Zopfisol (488) oder Obermarglan (Schlüssel 491)? Gemäss Ang Th.Z vom 11.2001 ist die die neue Fassung für das Haus F. Kündig;;;;;;keine vorh.;;;;16.04.1998;13;;03.09.1998;FALSCH;FALSCH;FALSCH;FALSCH
651;Quelle Stutz 2;Stutz;Matt;8766;730930;201735;;Gde. Matt;1090;0;73020108;aus Plan gelesen;Trinkwasser;WV Gemeinde;ab Fels;sanierungsbedürftig;Holz;Brunnenstube;Feldaufnahmen;Christoph Marti, Werkführer Matt;;;6;7;;;keine vorh.;0;nein;Brunner;18.10.1999;;18.10.1999;;WAHR;FALSCH;FALSCH;FALSCH
657;Quelle Wisswand;Wisswand;Luchsingen;8775;720880;203770;;Gebr. Figi;1150;0;72020307;aus Plan gelesen;Trinkwasser;WV Einzelliegenschaft;Sicker-/Zuleitung;gut;Eisendeckel;Brunnenstube;Gemeinde;Fritz Dönni, Werkführer Gde. Luchsingen;Quelle für 3 Familien;;7;8;;;keine vorh.;3;nein;R. Brunner;29.05.1998;32;04.09.1998;;WAHR;FALSCH;FALSCH;FALSCH
658;Quelle Birchen;Birchen;Luchsingen;8775;;;;;;;;;im Moment ungenutzt;;;;;;Gemeinde;;"Frühere Fassung für Mittelstafel; ersetzt durch Quelle Tierbrünnen --> nicht aufgenommen";;;;;;keine vorh.;;;;29.05.1998;;;27.08.1998;FALSCH;FALSCH;FALSCH;FALSCH
659;Quelle Tierbrunnen;Tierbrunnen;Luchsingen;8775;718130;203200;;Gde. Luchsingen;1505;0;71820301;aus Plan gelesen;Trinkwasser;Mittelstafel Bösbächi, (Bergwirtschaft??);Sicker-/Zuleitung;gut;Holz;Brunnenstube;Gemeinde;Fritz Dönni, Werkführer Gde. Luchsingen;"Neufassung 1996, kein Hausanschluss; gem. Angaben Lebensmittelinspekt von Feb. 2001: Wasser nicht für Wirtschaft, Versorgung für Bösbächi Mittelstafel (Mittelstafel).";;12;13;;;erforderlich;2;nein;R. Brunner;29.05.1998;24;27.08.1998;;WAHR;FALSCH;FALSCH;FALSCH
660;Quelle Platschgenboden;Platschgenboden;Luchsingen;8775;;;;;;;;;im Moment ungenutzt;;;;;;Gemeinde;;wird nicht mehr genutzt --> nicht aufgenommen;;;;;;;;;;29.05.1998;;;27.08.1998;FALSCH;FALSCH;FALSCH;FALSCH
661;Quelle Bösbächi Ober Stafel E;Ober Stafel;Luchsingen;8775;718480;202500;;Gde. Luchsingen;1695;50;71820201;aus Plan gelesen;Trinkwasser;Alpgebäude;Sicker-/Zuleitung;gut;Eisendeckel;Brunnenstube;Gemeinde;Fritz Dönni, Werkführer Gde. Luchsingen;;;9;10;;;keine vorh.;1;nein;R. Brunner;29.05.1998;25;27.08.1998;;WAHR;FALSCH;FALSCH;FALSCH
662;Quelle Oberblegi Unter Stafel;Unter Stafel;Luchsingen;8775;720000;204030;;Blumer Stiftung, Schwanden;1430;0;72020403;aus Plan gelesen;Trinkwasser;Alpgebäude;ab Fels;gut;Blech-Deckel;Brunnenstube;Gemeinde;Fritz Dönni, Werkführer Gde. Luchsingen;;;16;17;;;keine vorh.;0;nein;R. Brunner;29.05.1998;27;27.08.1998;;WAHR;FALSCH;FALSCH;FALSCH
663;"J10; Quelle Fruttberge 1";Sonnenberg;Linthal;8783;717107;196795;478;J. Zweifel;1050;0;71719606;aus Plan gelesen;Trinkwasser;WV Einzelliegenschaft;Sicker-/Zuleitung;gut;Betondeckel;Brunnenstube;Feldaufnahmen;Josef Zweifel-Heissenberger, Bazenheid;;;7;8;;;keine vorh.;2;nein;R. Brunner;01.09.1998;35;01.09.1998;;WAHR;FALSCH;FALSCH;FALSCH
664;J16, Quelle Fruttberge 2;Sonnenberg;Linthal;8783;717093;196755;478;J. Zweifel;1050;0;71719607;aus Plan gelesen;Trinkwasser;WV Einzelliegenschaft;Sicker-/Zuleitung;schlecht;Betondeckel;Brunnenstube;Gemeinde;J. Zweifel-Heissenberger, Bazenheid;;;9;10;;;keine vorh.;2;nein;R. Brunner;01.09.1998;36;01.09.1998;;WAHR;FALSCH;FALSCH;FALSCH
693;Quelle Plättli;Hauenbüchel;Engi;8765;733400;208020;;Gemeinde Engi;1550;0;73320801;aus Plan gelesen;Trinkwasser;Alpgebäude;ab Fels;sanierungsbedürftig;Steinplatte;Brunnenstube;Gemeinde;Fux Ernst, Werkführer Engi;;;22;;;;keine vorh.;0;nein;Brunner;15.06.1998;22;19.10.1999;;WAHR;FALSCH;FALSCH;FALSCH
722;Quelle Pfändlergut;Pfändlergut;Nidfurn;8772;723170;205380;72;Gebr. Hefti;558;;72320508;aus Plan gelesen;Brauchwasser;Stallbrunnen;Hohlgraben;unbekannt;unbekannt;Brunnenstube;Gemeinde;Gebr. Hefti, Grub, Nidfurn;Fassung überdeckt;;26;;;;keine vorh.;1;nein;R. Brunner;09.07.1998;21;20.07.1998;;WAHR;FALSCH;FALSCH;FALSCH
723;Quelle Leuggelenberg;Wildenberg;Nidfurn;8772;722460;205710;186;Zimmermann/Luchsinger;925;10;72220513;aus Plan gelesen;Trinkwasser;WV Einzelliegenschaft;Sicker-/Zuleitung;gut;Betondeckel;Brunnenstube;Gemeinde;"Fritz Zimmermann, Wigellen, Schwändi; Fritz Luchsinger, Thon 15, Schwanden";;;28;29;;;keine vorh.;1;nein;R. Brunner;09.07.1998;23;20.07.1998;;WAHR;FALSCH;FALSCH;FALSCH
724;Quelle Leuggelenberg;Wildenberg;Nidfurn;8772;722440;205765;186;Rüegg/Zimmermann;945;40;72220512;aus Plan gelesen;Trinkwasser;Bergwirtschaft, Alpgebäude;Sicker-/Zuleitung;gut;Pilzdeckel;Brunnenstube/Reservoir;Gemeinde;"Fritz Zimmermann-Zimmermann, Wygellen, Schändi; Emil Rüegg-Knobel, Herrenstr., Schwanden";"Rest. Alpenblick (Rüegg); 2 Brunnen (Zimmermann)";;27;;;;erforderlich;1;ja;R. Brunner;09.07.1998;22;20.07.1998;;WAHR;FALSCH;FALSCH;FALSCH
725;Quelle Schwändibord 36.2;Schwändibord;Haslen;8773;724285;204628;;Gde. Schwanden;907.25;50;72420411;Geometeraufnahmen;Trinkwasser;WV Gemeinde Schwanden;Sicker-/Zuleitung;SVGW-Konform;Pilzdeckel;Sammelschacht;Gemeinde;J. Tschudi, WV Gde. Schwanden;Quelle läuft direkt in Sammelbrunnenstube 39;;G24;G25;;;definitiv;3;ja;M. Simmler;27.07.1998;6;04.08.1998;;WAHR;FALSCH;FALSCH;FALSCH
726;Quelle Weidrunse 46;Weidrunse;Schwanden;8762;724464;205131;;Gde. Schwanden;804.4199829;50;72420505;Geometeraufnahmen;Trinkwasser;WV Gemeinde;Sicker-/Zuleitung;SVGW-Konform;Pilzdeckel;Sammelschacht;Gemeinde;J. Tschudi, Werkführer Schwanden;Quelle läuft direkt in Sammelbrunnenstube 45;;H8;;;;definitiv;2;ja;M. Simmler;27.07.1998;46;04.08.1998;;WAHR;FALSCH;FALSCH;FALSCH
727;Niederenalp;Kärpfhüttli;Schwanden;8762;726265;200015;;Gde. Schwaden;1960;70;72620001;aus Plan gelesen;Trinkwasser;Alpgebäude;Sicker-/Zuleitung;gut;Eisendeckel;Brunnenstube;Gemeinde;J. Tschudi, Schwaden;;;H31;H32;;;keine vorh.;1;ja;M. Simmler;27.07.1998;182;05.08.1998;;WAHR;FALSCH;FALSCH;FALSCH
728;Niederenalp;Oberstafel;Schwanden;8762;726760;200015;;Gde. Schwanden;1810;0;72620002;aus Plan gelesen;Trinkwasser;Alpgebäude;Sicker-/Zuleitung;gut;Eisendeckel;Brunnenstube;Gemeinde;J. Tschudi, Werkführer Schwanden;;;H29;H30;;;keine vorh.;1;ja;M. Simmler;27.07.1998;181;05.08.1998;;WAHR;FALSCH;FALSCH;FALSCH
729;Quelle Berggasthaus Mettmen;Wysbach/Widerstein;Schwanden;8762;727025;201865;;div.;1780;20;72720101;aus Plan gelesen;Trinkwasser;Bergwirtschaft;Sicker-/Zuleitung;gut;Blech-Deckel;Brunnenstube;Gemeinde;J. Tschudi, Werkführer Schwanden;;;H33;H34;;;erforderlich;1;nein;M. Simmler;27.07.1998;180;05.08.1998;;WAHR;FALSCH;FALSCH;FALSCH
730;Quelle Mettmenalp;Schwirrwald;Schwanden;8762;726560;202920;;Gde. Schwanden;1630;0;72620201;aus Plan gelesen;Trinkwasser;Alpgebäude;ab Fels;sanierungsbedürftig;Betondeckel;Brunnenstube;Gemeinde;J. Tschudi, Werkführer Schwanden;"versorgt auch Naturfreundehaus Mettmen; Wasser nur teilweise gefasst";;I6;I7;;;keine vorh.;;nein;M. Simmler;27.07.1998;169;05.08.1998;;WAHR;FALSCH;FALSCH;FALSCH
731;WV Gandbütz - Seebödeli;Schafleger;Schwanden;8762;727290;202610;;Gde. Schwadnen;2040;;72720201;aus Plan gelesen;Trinkwasser;Alpgebäude;ab Fels;schlecht;Stein;kein Schacht;Gemeinde;J. Tschudi, Werkführer Schwanden;mehrere km lange Leitung zu Hütten;;H35;H36;;;keine vorh.;1;nein;M. Simmler;27.07.1998;170;05.08.1998;;WAHR;FALSCH;FALSCH;FALSCH
732;WV Nüenhütte;Mitlist;Schwanden;8762;727110;204125;;Gde. Schwanden;1702;0;72720401;aus Plan gelesen;Trinkwasser;Alpgebäude;Sicker-/Zuleitung;gut;Eisendeckel;Brunnenstube;Gemeinde;J. Tschudi, Werkführer Schwanden;S1 eingezäunt;;I3;I4;I5;;;2;ja;M. Simmler;27.07.1998;171;05.08.1998;;WAHR;FALSCH;FALSCH;FALSCH
733;WV Nüenhütte;Schwamm;Schwanden;8762;726795;204615;;Gde. Schwanden;1610;0;72620401;aus Plan gelesen;Trinkwasser;Alpgebäude;ab Fels;gut;Betondeckel;Brunnenstube;Gemeinde;J. Tschudi, Werkführer Schwanden;Wasser nur z.T. gefasst, Fassung eingezäunt;;H37;I1;I2;;;;nein;M. Simmler;27.07.1998;172;05.08.1998;;WAHR;FALSCH;FALSCH;FALSCH
734;Quelle Dreggweg;Dreggweg;Schwanden;8762;725555;203780;;;1020;0;72520303;aus Plan gelesen;Trinkwasser;Ferienhäuser;Sicker-/Zuleitung;gut;Betondeckel;Brunnenstube;Gemeinde;J. Tschudi, Werkführer Schwanden;;;M3;M4;;;keine vorh.;1;nein;M. Simmler;27.07.1998;167;09.10.1998;;WAHR;FALSCH;FALSCH;FALSCH
735;Cholboden;Chletterschwändi;Schwanden;8762;725410;203640;;;1110;0;72520304;aus Plan gelesen;Trinkwasser;Ferienhäuser;Sicker-/Zuleitung;gut;Eternit;Brunnenstube;Gemeinde;J. Tschudi, Werkführer Schwanden;;;L34;L35;;;keine vorh.;1;nein;M. Simmler;27.07.1998;166;09.10.1998;;WAHR;FALSCH;FALSCH;FALSCH
736;Cholboden;Dreggwegrus;Schwanden;8762;725385;203700;;;1090;;72520301;aus Plan gelesen;im Moment ungenutzt;;Sicker-/Zuleitung;;;;Gemeinde;J. Tschudi, Werkführer Schwanden;Quelle soll für Talstation Lufteilbahn und Alpgebäude Chies gefasst werden (1998);;L36;;;;keine vorh.;1;;M. Simmler;27.07.1998;165;09.10.1998;;WAHR;FALSCH;FALSCH;FALSCH
737;Elmen;Schattenplangge;Schwanden;8762;725055;203675;;Gde. Schwanden;1215;0;72520302;aus Plan gelesen;Trinkwasser;Alpgebäude/Ferienhaus;Sicker-/Zuleitung;schlecht;Betondeckel;Brunnenstube;Gemeinde;J. Tschudi, Werkführer Schwanden;;;L37;M1;M2;;keine vorh.;1;nein;M. Simmler;27.07.1998;164;09.10.1998;;WAHR;FALSCH;FALSCH;FALSCH
738;Quelle Rest. Fryberg;Birchen;Schwanden;8762;725375;204050;;H. Polli, Schwanden;1050;0;72520402;aus Plan gelesen;Trinkwasser;Bergwirtschaft;Sicker-/Zuleitung;gut;Betondeckel;Brunnenstube;Gemeinde;J. Tschudi, Werkführer Schwanden;;;M4;M5;;;erforderlich;1;nein;M. Simmler;27.07.1998;163;09.10.1998;;WAHR;FALSCH;FALSCH;FALSCH
739;Guppen Mittelstafel;Hüttenrain;Schwanden;8762;721925;207230;;Gde. Schwanden;1300;10;72120703;aus Plan gelesen;Trinkwasser;Alpgebäude;Sicker-/Zuleitung;gut;Eisendeckel;Brunnenstube;Gemeinde;J. Tschudi, Werkführer Schwanden;;;L28;L29;;;keine vorh.;1;ja;M. Simmler;27.07.1998;157;09.10.1998;;WAHR;FALSCH;FALSCH;FALSCH
740;Guppen-Oberstafel;Heuberge;Schwanden;8762;720698;206380;;Gde. Schwanden;1785;0;72020601;aus Plan gelesen;Trinkwasser;Alpgebäude;Bachwasserfassung;gut;Holz;Brunnenstube;Gemeinde;J. Tschudi, Werkführer Schwanden;;;L25;L26;L27;;keine vorh.;1;nein;M. Simmler;27.07.1998;158;09.10.1998;;WAHR;FALSCH;FALSCH;FALSCH
741;Chatzenrittwald;zwischen den Strassen;Schwanden;8762;;;;;720;;;aus Plan gelesen;im Moment ungenutzt;;;;;;Gemeinde;J. Tschudi, Werkführer Schwanden;ungenutzt, nicht aufgenommen;;;;;;;;;;27.07.1998;160;;04.08.1998;FALSCH;FALSCH;FALSCH;FALSCH
742;Alter Niederenweg;Chatzenrittquelle;Schwanden;8762;725350;205720;;Gde. Schwanden;670;;72520501;aus Plan gelesen;Trinkwasser;Wegbrunnen;Sicker-/Zuleitung;sanierungsbedürftig;keine vorh.;kein Schacht;Gemeinde;J. Tschudi, Werkführer Schwanden;;;H20;H21;;;keine vorh.;1;nein;M. Simmler;27.07.1998;161;04.08.1998;;WAHR;FALSCH;FALSCH;FALSCH
743;Schwändibordquelle Stäfnerhaus 39;Schwändibort;Haslen;8773;;;;Turnverein Stäfa;880;0;;aus Plan gelesen;Trinkwasser;WV Einzelliegenschaft;Sicker-/Zuleitung;schlecht;Eisendeckel;Brunnenstube;Gemeinde;J. Tschudi, WV Gde. Schwanden;;;L32;L33;;;keine vorh.;1;;M.Simmler;27.07.1998;;09.10.1998;;FALSCH;FALSCH;FALSCH;FALSCH
749;Quelle Loch 3;Loch;Matt;8766;730455;201545;;Gde. Matt;1320;;73020102;aus Plan gelesen;Trinkwasser;WV Gemeinde;Sicker-/Zuleitung;gut;Eisentor;Brunnenstube;Feldaufnahmen;Christoph Marti, Werkführer Matt;;;10;11;;;definitiv;3;ja;Brunner;18.10.1999;;18.10.1999;;WAHR;FALSCH;FALSCH;FALSCH
787;Schlatt;Schlatt;Nidfurn;8772;722415;205770;;Streiff;950;0;72220514;aus Plan gelesen;Trinkwasser;Ferienhäuser;Sicker-/Zuleitung;gut;Eisendeckel;Brunnenstube/Reservoir;Feldaufnahmen;Streiff, Richterswil;;;30;31;;;keine vorh.;1;nein;R. Brunner;20.07.1998;24;20.07.1998;;WAHR;FALSCH;FALSCH;FALSCH
788;Quelle Burst;Burst;Diesbach;8777;723340;200895;;Dürst/Bösiger;1705;0;72320001;aus Plan gelesen;Trinkwasser;Ferienhäuser;Sicker-/Zuleitung;gut;Plastiktank 40 cm;Brunnenstube/Reservoir;Feldaufnahmen;;;;1;;;;keine vorh.;1;nein;R. Brunner;22.07.1998;7;22.07.1998;;WAHR;FALSCH;FALSCH;FALSCH
789;Frantzenhorn;Frantzenhorn;Diesbach;8777;724205;200340;;Dürst/Walter;1815;0;72420002;aus Plan gelesen;Trinkwasser;Alp, (Restaurant??);ab Fels;sanierungsbedürftig;Steinplatten;Brunnenstube;Feldaufnahmen;;Gemäss Angaben LMI nicht für Wirtschaft sondern für Alp;;2;3;;;keine vorh.;;nein;R. Brunner;22.07.1998;8;22.07.1998;;WAHR;FALSCH;FALSCH;FALSCH
790;Skihütte Kärpf;Ängi;Diesbach;8777;724685;199460;;Skiclub Kärpf/Hanselmann;1865;10;72419901;aus Plan gelesen;Trinkwasser;Ferienhäuser;Sicker-/Zuleitung;gut;Pilzdeckel;Brunnenstube;Feldaufnahmen;;;;4;5;;;keine vorh.;1;ja;R. Brunner;22.07.1998;9;22.07.1998;;WAHR;FALSCH;FALSCH;FALSCH
791;Alphütte Ängi;Ängi;Diesbach;8777;724670;199430;;Gde. Diesbach;1867;0;72419902;aus Plan gelesen;Trinkwasser;Alpgebäude;Sicker-/Zuleitung;gut;Eisendeckel;Brunnenstube;Feldaufnahmen;Paul Hunold, Werkführer Diesbach;"läuft über Widder; zusätzlich Bachwasserfassung 724/199-103";;6;7;8;;keine vorh.;1;nein;R. Brunner;22.07.1998;10;22.07.1998;;WAHR;FALSCH;FALSCH;FALSCH
792;Alphütte Ängi;Ängi;Diesbach;8777;724400;199220;;Gde. Diesbach;1950;0;72419903;aus Plan gelesen;Trinkwasser;Alpgebäude;Bachwasserfassung;gut;Pilzdeckel;Brunnenstube;Feldaufnahmen;Paul Hunold, Werkführer Diesbach;;;;;;;keine vorh.;;ja;R. Brunner;22.07.1998;11;22.07.1998;;WAHR;FALSCH;FALSCH;FALSCH
793;Diestalstafel;Haggenwald;Diesbach;8777;723680;200425;;Gde. Diesbach;1665;0;72320002;aus Plan gelesen;Trinkwasser;Alpgebäude;ab Fels;gut;Betondeckel;Brunnenstube;Feldaufnahmen;Paul Hunold, Werkführer Diesbach;;;9;10;11;;keine vorh.;1;nein;R. Brunner;22.07.1998;12;22.07.1998;;WAHR;FALSCH;FALSCH;FALSCH
794;Quelle Kyburz;Schwändibach;Diesbach;8777;720640;201020;;Fredy Kyburz;630;0;72020101;aus Plan gelesen;Brauchwasser;Stallbrunnen;ab Fels;gut;keine vorh.;Brunnenstube;Feldaufnahmen;Fredi Kyburz Diesbach;wird zur Zeit neu gefasst;;1;2;;;keine vorh.;;nein;R. Brunner;26.08.1998;13;26.08.1998;;WAHR;FALSCH;FALSCH;FALSCH
795;Quelle Schuchter;Schwändenau;Diesbach;8777;720800;201380;;;635;;72020102;aus Plan gelesen;Trinkwasser;Ferienhäuser;unbekannt;gut;Türe;Brunnenstube;Feldaufnahmen;;;;3;;;;keine vorh.;;ja;R. Brunner;26.08.1998;14;26.08.1998;;WAHR;FALSCH;FALSCH;FALSCH
796;Quelle Ferienhaus Krummenacher;Untere Schwändi;Diesbach;8777;720820;201695;;;670;0;72020103;aus Plan gelesen;Trinkwasser;Ferienhäuser;ab Fels;gut;keine vorh.;Brunnenstube;Feldaufnahmen;;"zusätzlich Bachwasserfassung im Dunggelrüsli,
Fassung im Gebäude";;;;;;keine vorh.;;nein;R. Brunner;26.08.1998;15;26.08.1998;;WAHR;FALSCH;FALSCH;FALSCH
797;Quelle Streiff;Untere Schwändi;Diesbach;8777;720640;201685;;Jakob Streiff;650;0;72020104;aus Plan gelesen;Brauchwasser;Stallbrunnen;Sicker-/Zuleitung, ab Fels;gut;Betondeckel;Brunnenstube;Feldaufnahmen;J. Streiff, Diesbach;;;4;5;;;keine vorh.;4;nein;R. Brunner;26.08.1998;16;26.08.1998;;WAHR;FALSCH;FALSCH;FALSCH
798;Rütenen;Reschtli;Leuggelbach;8772;721270;204350;;Figi-Hefti;1100;0;72120402;aus Plan gelesen;Trinkwasser;WV Einzelliegenschaft;ab Fels;sanierungsbedürftig;Steinplatten;Brunnenstube;Feldaufnahmen;;;;19;20;;;keine vorh.;;nein;R. Brunner;20.07.1998;3;20.07.1998;;WAHR;FALSCH;FALSCH;FALSCH
799;Sand;Sand;Haslen;8773;723530;204945;;Dan. Jenny + Cie.;542;;72320408;aus Plan gelesen;Trinkwasser;Brunnen;Sicker-/Zuleitung;gut;Türe;Brunnenstube;Feldaufnahmen;P. Muhl, Werkführer Gde.Haslen;;;34;35;;;keine vorh.;1;nein;R. Brunner;21.07.1998;52;21.07.1998;;WAHR;FALSCH;FALSCH;FALSCH
800;Büel Quelle 1;Büel;Haslen;8773;723600;205010;;HJ Jenny, Sool;550;0;72320506;aus Plan gelesen;Trinkwasser;Brunnen;Sicker-/Zuleitung;gut;Betondeckel;Brunnenstube;Feldaufnahmen;P. Muhl, Werkführer Gde.Haslen;1997 saniert;;36;2;;;keine vorh.;1;nein;R. Brunner;21.07.1998;53;21.07.1998;;WAHR;FALSCH;FALSCH;FALSCH
801;Büel Quelle 2;Büel;Haslen;8773;723605;205010;;Jenny, Sool;550;0;72320507;aus Plan gelesen;Brauchwasser;Stallbrunnen;Sicker-/Zuleitung, Austritt;sanierungsbedürftig;Betondeckel;Brunnenstube;Feldaufnahmen;P. Muhl, Werkfü^hrer Gde.Haslen;1997 saniert;;1;2;;;keine vorh.;1;nein;R. Brunner;21.07.1998;54;21.07.1998;;WAHR;FALSCH;FALSCH;FALSCH
802;Quelle Skihaus 2;Lindenboden;Haslen;8773;723265;203375;336;TV Dietlikon;930;0;72320311;aus Plan gelesen;Trinkwasser;WV Einzelliegenschaft;Sicker-/Zuleitung;gut;Betondeckel+Blechdeckel;Brunnenstube;Feldaufnahmen;P. Muhl, Werkführer Gde.Haslen;;;14;16;;;keine vorh.;1;nein;R. Brunner;21.07.1998;55;21.07.1998;;WAHR;FALSCH;FALSCH;FALSCH
803;Hausquelle Pfäffeli;Pfäffeli;Haslen;8773;722990;203255;339;;880;0;72220302;aus Plan gelesen;Trinkwasser;Ferienhäuser;;gut;Plastik;Brunnenstube;Feldaufnahmen;;verschlossen;;18;;;;keine vorh.;;ja;R. Brunner;21.07.1998;56;21.07.1998;;WAHR;FALSCH;FALSCH;FALSCH
804;Alp Auen Ober Stafel Quelle 1;Alp Auen;Haslen;8773;724645;203205;310;Gde. Haslen;1425;0;72420305;aus Plan gelesen;Trinkwasser;Alpgebäude;Sicker-/Zuleitung;gut;Betondeckel;Brunnenstube;Feldaufnahmen;P. Muhl, Werkführer Gde.Haslen;;;31;32;;;keine vorh.;1;nein;R. Brunner;21.07.1998;57;21.07.1998;;WAHR;FALSCH;FALSCH;FALSCH
805;Alp Auen Ober Stafel Quelle 2;Alp Auen;Haslen;8773;724640;203230;310;Gde. Haslen;1418;0;72420306;aus Plan gelesen;Trinkwasser;Alpgebäude;Sicker-/Zuleitung;gut;Betondeckel;Brunnenstube;Feldaufnahmen;P. Muhl, Werkführer Gde.Haslen;;;33;34;;;keine vorh.;1;nein;R. Brunner;21.07.1998;58;21.07.1998;;WAHR;FALSCH;FALSCH;FALSCH
806;Alp Auen Ober Stafel Quelle 3;Alp Auen;Haslen;8773;724670;203305;310;Gde. Haslen;1410;0;72420307;aus Plan gelesen;Trinkwasser;Alpgebäude;Sicker-/Zuleitung;gut;Betondeckel;Brunnenstube;Feldaufnahmen;P. Muhl, Werkführer Gde.Haslen;;;35;36;;;keine vorh.;1;nein;R. Brunner;21.07.1998;59;21.07.1998;;WAHR;FALSCH;FALSCH;FALSCH
807;Alp Ennetseewen Aueren;Ennetseewen;Haslen;8773;724780;201955;;Gde. Haslen;1425;0;72420101;aus Plan gelesen;Trinkwasser;Alpgebäude;Sicker-/Zuleitung;gut;Eisendeckel mit 4 Kant;Brunnenstube;Feldaufnahmen;P. Muhl, Werkführer Gde.Haslen;;;1;2;;;keine vorh.;1;nein;R. Brunner;21.07.1998;60;21.07.1998;;WAHR;FALSCH;FALSCH;FALSCH
808;Auenalp Unter Stafel;Auenalp;Haslen;8773;724270;203850;;Gde. Haslen;1150;0;72420308;aus Plan gelesen;Brauchwasser;Stallbrunnen;Sicker-/Zuleitung;gut;Betondeckel;Brunnenstube;Feldaufnahmen;P. Muhl, Werkführer Gde.Haslen;;;3;4;;;keine vorh.;1;nein;R. Brunner;21.07.1998;61;21.07.1998;;WAHR;FALSCH;FALSCH;FALSCH
809;Quelle Hütte Matzlen;Matzlen;Haslen;8773;725825;200625;259;Gde. Haslen;1860;;72520001;aus Plan gelesen;Trinkwasser;Alpgebäude + Ferienhaus;ab Fels;schlecht;Steinplatten;Brunnenstube;Feldaufnahmen;P. Muhl, Werkführer Gde.Haslen;;;8;9;;;keine vorh.;;nein;R. Brunner;28.08.1998;62;28.08.1998;;WAHR;FALSCH;FALSCH;FALSCH
810;Quelle Chamm;Chamm;Haslen;8773;725430;199510;;Gde. Haslen;1960;0;72519901;aus Plan gelesen;Trinkwasser;Alpgebäude;Sicker-/Zuleitung;gut;Holzdeckel;Brunnenstube;Feldaufnahmen;P. Muhl, Werkführer Gde.Haslen;;;10;11;;;keine vorh.;1;nein;R. Brunner;28.08.1998;63;28.08.1998;;WAHR;FALSCH;FALSCH;FALSCH
811;Quelle Ratzmatt;Ratzmatt;Haslen;8773;725300;199870;;Gde. Haslen;1745;0;72519902;aus Plan gelesen;Trinkwasser;Alpgebäude;ab Fels;gut;Eisendeckel mit 4 Kant;Brunnenstube;Feldaufnahmen;P. Muhl, Werkführer Gde.Haslen;;;12;13;;;keine vorh.;;nein;R. Brunner;28.08.1998;64;28.08.1998;;WAHR;FALSCH;FALSCH;FALSCH
